serial_number,battery_name,data_recieved,tech_date_recieved,battery_status,technical_id,from_swap
AL241297689,DIN55L 60AH,12-Dec-2024,21-Dec-2024,Stock,2,2
AL240896465,80D26L 70AH,8-Dec-2024,19-Dec-2024,Stock,4,4
AL241297687,DIN55L 60AH,12-Dec-2024,17-Dec-2024,Stock,4,4
AL240896449,55D23L 60AH,8-Dec-2024,12-Dec-2024,Stock,4,4
AL240896452,55D23L 60AH,8-Dec-2024,19-Dec-2024,Stock,4,4
AL241297686,DIN55L 60AH,12-Dec-2024,16-Dec-2024,Stock,4,4
AL240896463,80D26L 70AH,8-Dec-2024,16-Dec-2024,Stock,2,2
AJ241987889,55D23R 60AH,19-Oct-2024,11-Nov-2024,Stock,2,1
AJ243191001,NS60L 45AH,31-Oct-2024,30-Nov-2024,Stock,2,2
AK241893496,105D31R 100AH,18-Nov-2024,1-Dec-2024,Stock,4,4
AL240195341,DIN100L 100AH,2-Dec-2024,7-Dec-2024,Stock,4,4
AL240896467,80D26L 70AH,8-Dec-2024,21-Dec-2024,Stock,4,4
AL240195340,65-72S 75AH,2-Dec-2024,12-Dec-2024,Stock,4,4
AL241798694,80D26L 70AH,19-Dec-2024,21-Dec-2024,Stock,4,4
AK242494446,95D31L 90AH,24-Nov-2024,15-Dec-2024,Stock,4,4
AL241297702,DIN74L 74AH,12-Dec-2024,17-Dec-2024,Stock,2,2
AK241893501,DIN66L 66AH,18-Nov-2024,3-Dec-2024,Stock,2,2
AL240595976,105D31R 100AH,5-Dec-2024,21-Dec-2024,Stock,2,2
AL240896453,55D23L 60AH,8-Dec-2024,21-Dec-2024,Stock,4,4
AL242599755,N200L 200AH,25-Dec-2024,25-Dec-2024,Stock,2,2
AL242599756,N200L 200AH,25-Dec-2024,25-Dec-2024,Stock,2,2
AK242494443,95D31L 90AH,24-Nov-2024,7-Dec-2024,Stock,2,2
AL241798695,80D26L 70AH,19-Dec-2024,22-Dec-2024,Stock,4,4
AL241798698,80D26L 70AH,19-Dec-2024,24-Dec-2024,Stock,4,4
AL240896466,80D26L 70AH,8-Dec-2024,21-Dec-2024,Stock,2,2
AL241297703,DIN74L 74AH,12-Dec-2024,17-Dec-2024,Stock,2,2
AL240195309,55D23L 60AH,2-Dec-2024,12-Dec-2024,Stock,2,2
AL241297701,DIN74L 74AH,12-Dec-2024,16-Dec-2024,Stock,4,4
AL241297704,DIN74L 74AH,12-Dec-2024,17-Dec-2024,Stock,4,4
AL240896477,DIN55L 60AH,8-Dec-2024,11-Dec-2024,Stock,4,4
AL241798697,80D26L 70AH,19-Dec-2024,23-Dec-2024,Stock,4,4
AL241698500,DIN44L 45AH,16-Dec-2024,19-Dec-2024,Stock,4,4
AL240595978,NS40L 35AH,5-Dec-2024,11-Dec-2024,Stock,4,4
AL241798714,DIN100L 100AH,19-Dec-2024,21-Dec-2024,Stock,2,2
AL240195327,NS60LS 45AH,2-Dec-2024,22-Dec-2024,Stock,2,2
AL241798704,DIN74L 74AH,19-Dec-2024,24-Dec-2024,Stock,2,2
AL241297691,DIN55L 60AH,12-Dec-2024,21-Dec-2024,Stock,2,2
AL241297692,DIN55L 60AH,12-Dec-2024,22-Dec-2024,Stock,2,2
AL240896489,DIN80L 80AH,8-Dec-2024,16-Dec-2024,Stock,2,2
AK243095286,DIN80L 80AH,30-Nov-2024,12-Dec-2024,Stock,4,4
AL240195323,NS60LS 45AH,2-Dec-2024,3-Dec-2024,Stock,4,4
AL242899901,N120L 120AH,28-Dec-2024,28-Dec-2024,Stock,4,4
AL241297683,DIN55L 55AH,12-Dec-2024,14-Dec-2024,Stock,4,4
AL241798699,80D26L 70AH,19-Dec-2024,24-Dec-2024,Stock,4,4
AL241698493,95D31L 90AH,16-Dec-2024,24-Dec-2024,Stock,4,4
AL241297693,DIN55L 60AH,12-Dec-2024,22-Dec-2024,Stock,4,4
AL242399418,DIN55L 60AH,23-Dec-2024,29-Dec-2024,Stock,2,2
AL241798700,80D26L 70AH,19-Dec-2024,26-Dec-2024,Stock,4,4
AL241798701,80D26L 70AH,19-Dec-2024,26-Dec-2024,Stock,4,4
AL241798696,80D26L 70AH,19-Dec-2024,23-Dec-2024,Stock,2,2
